,IdRol,DescripcionRol,EstadoRol
6207,Rol00006208,Sequi necessitatibus magnam voluptatem et repudiandae possimus.,Inactivo
6208,Rol00006209,Esse at necessitatibus fugiat voluptates iusto quam dolorum.,Inactivo
6209,Rol00006210,Quia voluptatum ut modi magnam fugit vel.,Inactivo
6210,Rol00006211,Maiores voluptate asperiores dolores soluta quae reiciendis.,Activo
6211,Rol00006212,Voluptate sed quisquam nemo reiciendis.,Activo
6212,Rol00006213,Saepe totam asperiores dolor asperiores minus.,Activo
6213,Rol00006214,Corrupti doloribus accusantium voluptatibus dolore veniam dolor quaerat.,Activo
6214,Rol00006215,Quos laborum officia facere maiores.,Activo
6215,Rol00006216,Cum magni magnam inventore.,Inactivo
6216,Rol00006217,Harum culpa eaque.,Activo
6217,Rol00006218,Eaque molestias minus facilis sit accusantium.,Activo
6218,Rol00006219,Necessitatibus perspiciatis quaerat.,Inactivo
6219,Rol00006220,Aspernatur cum nesciunt nihil non tenetur harum architecto.,Activo
6220,Rol00006221,Delectus occaecati labore adipisci explicabo eligendi soluta perspiciatis.,Inactivo
6221,Rol00006222,Exercitationem repellat eum facilis temporibus accusamus quibusdam.,Inactivo
6222,Rol00006223,Facilis nam veniam necessitatibus illum.,Activo
6223,Rol00006224,Debitis dolorum adipisci nam eveniet vitae.,Inactivo
6224,Rol00006225,Repudiandae inventore quae maiores quibusdam nesciunt inventore.,Activo
6225,Rol00006226,Aut consequatur nam ea eaque ducimus.,Activo
6226,Rol00006227,Amet dolorem magnam minus amet ex.,Activo
6227,Rol00006228,Ratione molestiae similique dicta ducimus.,Activo
6228,Rol00006229,Quasi laborum nemo esse fuga quod.,Activo
6229,Rol00006230,Nulla incidunt soluta ex excepturi.,Inactivo
6230,Rol00006231,Impedit necessitatibus ducimus eveniet quod magni.,Inactivo
6231,Rol00006232,Quos aperiam provident placeat.,Activo
6232,Rol00006233,Nisi officia reprehenderit sit atque molestias ipsam voluptates.,Inactivo
6233,Rol00006234,In quos dolore porro.,Inactivo
6234,Rol00006235,Neque quos iure.,Inactivo
6235,Rol00006236,Explicabo deserunt officia ab doloremque illo.,Inactivo
6236,Rol00006237,A tempore aliquam voluptas nam.,Inactivo
6237,Rol00006238,Nam cumque eum dolorum nisi consequatur voluptate.,Activo
6238,Rol00006239,Voluptatibus mollitia consectetur.,Activo
6239,Rol00006240,Eos inventore cupiditate deleniti numquam.,Activo
6240,Rol00006241,Saepe numquam consectetur.,Inactivo
6241,Rol00006242,Consectetur atque perspiciatis.,Activo
6242,Rol00006243,Odit quod reiciendis officia magni architecto expedita minima.,Activo
6243,Rol00006244,Fuga ad quaerat quod quam illo aperiam.,Activo
6244,Rol00006245,Ipsa natus qui dolores ipsa earum.,Activo
6245,Rol00006246,Modi laboriosam veritatis dolores velit voluptatem.,Inactivo
6246,Rol00006247,Iusto amet voluptate provident quidem.,Inactivo
6247,Rol00006248,Illo dignissimos numquam exercitationem.,Activo
6248,Rol00006249,Accusamus molestias facere quas id.,Activo
6249,Rol00006250,Dolor iure perferendis voluptatem totam.,Inactivo
6250,Rol00006251,Tempore id ipsum fugit itaque iusto repellendus.,Inactivo
6251,Rol00006252,Labore quae veritatis dolorum vitae quam.,Activo
6252,Rol00006253,Molestias accusamus autem ab ad aliquid non mollitia.,Activo
6253,Rol00006254,Harum magni quod laudantium iure.,Activo
6254,Rol00006255,Tempore veritatis voluptatibus architecto natus nemo.,Activo
6255,Rol00006256,Fugit provident cumque suscipit nulla iusto.,Inactivo
6256,Rol00006257,Autem nulla magnam officiis itaque deleniti.,Inactivo
6257,Rol00006258,Amet facere perspiciatis cupiditate minima.,Activo
6258,Rol00006259,Aut porro reiciendis animi tempore.,Activo
6259,Rol00006260,Veniam quaerat molestiae consequuntur fuga quo voluptatum sint.,Activo
6260,Rol00006261,Dolores provident nesciunt explicabo odio.,Activo
6261,Rol00006262,Iure distinctio enim.,Activo
6262,Rol00006263,Cupiditate delectus ullam quasi.,Inactivo
6263,Rol00006264,Temporibus quis est quidem vel.,Inactivo
6264,Rol00006265,Fugiat magni nobis atque nesciunt.,Inactivo
6265,Rol00006266,Sint tenetur nesciunt itaque architecto a minus eaque.,Inactivo
6266,Rol00006267,Id rem earum eum ut.,Inactivo
6267,Rol00006268,Nihil quos libero culpa laborum minus minus.,Activo
6268,Rol00006269,Accusantium nisi nisi suscipit.,Inactivo
6269,Rol00006270,Ab pariatur unde velit voluptatem dignissimos.,Activo
6270,Rol00006271,Harum dolorem autem vel facere.,Inactivo
6271,Rol00006272,Ducimus aliquid nesciunt nemo ex.,Activo
6272,Rol00006273,Amet maiores occaecati.,Inactivo
6273,Rol00006274,Nobis nesciunt non itaque.,Activo
6274,Rol00006275,Quaerat minus quibusdam autem suscipit recusandae.,Activo
6275,Rol00006276,Molestiae tenetur necessitatibus aperiam.,Activo
6276,Rol00006277,Animi sed eius officia aliquam consequatur.,Activo
6277,Rol00006278,Inventore delectus illo magnam.,Activo
6278,Rol00006279,Laudantium ratione neque porro ipsa reprehenderit.,Inactivo
6279,Rol00006280,Optio maxime nihil blanditiis quasi at.,Activo
6280,Rol00006281,Omnis error et veritatis reiciendis occaecati eveniet.,Activo
6281,Rol00006282,Illo corrupti dignissimos qui distinctio.,Activo
6282,Rol00006283,Alias nesciunt repellat quos facilis.,Activo
6283,Rol00006284,Laborum sapiente totam.,Activo
6284,Rol00006285,Commodi consequuntur omnis itaque rem ipsa deserunt.,Inactivo
6285,Rol00006286,Laborum soluta vero repellat sint unde magni quae.,Activo
6286,Rol00006287,Minima veniam iure vitae totam error voluptatum animi.,Activo
6287,Rol00006288,Dolorem autem porro architecto earum atque quam.,Inactivo
6288,Rol00006289,Distinctio repellendus corporis possimus ipsum.,Inactivo
6289,Rol00006290,Expedita incidunt sit aut explicabo officiis rem inventore.,Activo
6290,Rol00006291,Culpa deserunt mollitia cum quibusdam placeat.,Activo
6291,Rol00006292,Consectetur tempora odio esse quam quae.,Activo
6292,Rol00006293,Porro mollitia eligendi cum.,Inactivo
6293,Rol00006294,Quisquam minus ducimus dolorum dolorum quasi.,Activo
6294,Rol00006295,Laudantium aliquam labore voluptatum.,Inactivo
6295,Rol00006296,Eligendi placeat dolore facilis.,Inactivo
6296,Rol00006297,Dicta voluptate quidem delectus in quos.,Activo
6297,Rol00006298,Porro velit voluptas explicabo odio saepe.,Inactivo
6298,Rol00006299,Est saepe inventore.,Inactivo
6299,Rol00006300,Repellendus odio laboriosam enim ea molestias.,Inactivo
6300,Rol00006301,Qui ipsum aperiam dicta dicta commodi.,Inactivo
6301,Rol00006302,Culpa numquam veritatis blanditiis inventore.,Inactivo
6302,Rol00006303,Odio adipisci eveniet quasi saepe fugiat sint.,Activo
6303,Rol00006304,Libero voluptatibus nesciunt.,Inactivo
6304,Rol00006305,Labore quo doloremque hic.,Inactivo
6305,Rol00006306,Quod hic soluta ipsum amet.,Activo
6306,Rol00006307,Quaerat et rem nostrum commodi ex fuga.,Inactivo
6307,Rol00006308,Quam officiis expedita atque necessitatibus.,Activo
6308,Rol00006309,Ipsum aut debitis temporibus ipsam.,Activo
6309,Rol00006310,Accusamus dolorum placeat pariatur soluta quia.,Activo
6310,Rol00006311,Quasi possimus quia quam quas cumque eaque aspernatur.,Activo
6311,Rol00006312,Quisquam dicta doloremque dolorum.,Inactivo
6312,Rol00006313,Delectus nemo voluptatem.,Inactivo
6313,Rol00006314,Voluptates aut rem.,Activo
6314,Rol00006315,Exercitationem quae aperiam quisquam in ducimus.,Activo
6315,Rol00006316,Doloribus nihil fugit dolorem.,Activo
6316,Rol00006317,Aperiam minus esse magni repellendus.,Activo
6317,Rol00006318,Voluptates enim architecto dicta.,Inactivo
6318,Rol00006319,Nostrum nemo vero officia.,Inactivo
6319,Rol00006320,Odit error temporibus sequi totam delectus ex.,Activo
6320,Rol00006321,Veniam consectetur suscipit quisquam maxime consequatur minus.,Activo
6321,Rol00006322,Quisquam aliquid in assumenda consequuntur sit.,Activo
6322,Rol00006323,Suscipit sint dolore vitae eveniet animi.,Inactivo
6323,Rol00006324,Nulla quibusdam rem fugiat enim occaecati quis.,Activo
6324,Rol00006325,Beatae vero delectus cupiditate libero.,Inactivo
6325,Rol00006326,Error iure ad harum.,Activo
6326,Rol00006327,Blanditiis molestias consequatur alias.,Activo
6327,Rol00006328,Eveniet perferendis necessitatibus vero deleniti nisi.,Inactivo
6328,Rol00006329,Eaque voluptates illo odio veniam.,Inactivo
6329,Rol00006330,Dignissimos magni in.,Activo
6330,Rol00006331,Dolor quas quos tempore quidem nihil.,Activo
6331,Rol00006332,Similique excepturi quam expedita quae.,Inactivo
6332,Rol00006333,Reiciendis ipsum occaecati ducimus rerum aperiam incidunt vitae.,Inactivo
6333,Rol00006334,Atque minus doloribus nihil aliquid hic dolores.,Activo
6334,Rol00006335,Et autem iure autem tenetur.,Activo
6335,Rol00006336,Aut unde totam nesciunt quae iste cum.,Activo
6336,Rol00006337,Ad quo iure illo ad.,Activo
6337,Rol00006338,Ad nesciunt earum tempore libero.,Activo
6338,Rol00006339,Incidunt dolorem dolor fuga pariatur.,Activo
6339,Rol00006340,Dicta eum quidem unde voluptatum recusandae.,Inactivo
6340,Rol00006341,Maiores provident ratione distinctio magnam.,Activo
6341,Rol00006342,Quisquam repudiandae excepturi saepe consequuntur itaque.,Inactivo
6342,Rol00006343,Temporibus minima voluptate magni.,Inactivo
6343,Rol00006344,Placeat consequatur inventore sit laborum perferendis quibusdam.,Activo
6344,Rol00006345,Possimus quaerat distinctio.,Activo
6345,Rol00006346,Nisi corrupti perspiciatis velit possimus doloribus deleniti.,Activo
6346,Rol00006347,Dolores error distinctio voluptatem dignissimos.,Inactivo
6347,Rol00006348,Molestias et nostrum unde cumque qui reiciendis.,Activo
6348,Rol00006349,Quaerat quia temporibus similique ut odio.,Inactivo
6349,Rol00006350,Eaque provident autem iure voluptatibus.,Activo
6350,Rol00006351,Praesentium unde itaque dolores facilis.,Inactivo
6351,Rol00006352,Optio nobis doloribus recusandae.,Activo
6352,Rol00006353,Culpa commodi maiores quos deserunt minima facilis.,Inactivo
6353,Rol00006354,Est id quo dolor facilis consequatur minima.,Inactivo
6354,Rol00006355,A ullam voluptate saepe recusandae dignissimos dolorum.,Inactivo
6355,Rol00006356,Deleniti nostrum vitae error aliquam libero voluptatem.,Activo
6356,Rol00006357,Itaque blanditiis labore nesciunt ab.,Inactivo
6357,Rol00006358,Velit tenetur vitae ipsum porro perspiciatis.,Inactivo
6358,Rol00006359,Ipsam quo delectus suscipit iusto quidem doloremque.,Activo
6359,Rol00006360,Accusamus beatae reprehenderit ipsa cum deleniti magni iure.,Inactivo
6360,Rol00006361,Aut placeat rem possimus.,Activo
6361,Rol00006362,Adipisci officia repellendus cupiditate.,Activo
6362,Rol00006363,Dolore laudantium sunt aliquid sint nemo ducimus.,Activo
6363,Rol00006364,Autem provident iure cumque.,Activo
6364,Rol00006365,Magni quia dolore consequuntur quasi libero dignissimos.,Activo
6365,Rol00006366,Alias architecto amet odit velit quam.,Inactivo
6366,Rol00006367,Ipsa error amet ipsa incidunt repellendus nesciunt.,Inactivo
6367,Rol00006368,Ipsam exercitationem laboriosam cupiditate placeat hic facilis.,Inactivo
6368,Rol00006369,Totam sint provident molestiae voluptatum.,Activo
6369,Rol00006370,Accusantium rem quae enim.,Activo
6370,Rol00006371,Ratione quis ea ratione.,Inactivo
6371,Rol00006372,Nihil perferendis iure ad.,Inactivo
6372,Rol00006373,Repudiandae quod in quos repellat.,Activo
6373,Rol00006374,Fugiat officia eaque nulla voluptate id amet.,Activo
6374,Rol00006375,Corporis asperiores itaque rerum ducimus non.,Activo
6375,Rol00006376,Tenetur assumenda placeat aut doloribus eaque.,Activo
6376,Rol00006377,Ut fuga eius dolorum alias nam dolorem adipisci.,Inactivo
6377,Rol00006378,Pariatur consequatur quis ducimus.,Inactivo
6378,Rol00006379,Repudiandae dolorem deserunt nemo quis.,Activo
6379,Rol00006380,Cupiditate iste facilis dolore nulla aperiam.,Activo
6380,Rol00006381,Earum nisi nam nulla dolores totam recusandae.,Activo
6381,Rol00006382,Quisquam cum quae ducimus amet.,Inactivo
6382,Rol00006383,Minima odio laborum asperiores.,Inactivo
6383,Rol00006384,Esse eius magni minima eaque distinctio.,Inactivo
6384,Rol00006385,Mollitia cum a ea ex dolores.,Inactivo
6385,Rol00006386,Qui dolore nesciunt illum rem voluptas exercitationem.,Activo
6386,Rol00006387,Iste aperiam est minus velit nam quasi.,Inactivo
6387,Rol00006388,Quibusdam molestias sapiente alias molestias consectetur accusantium.,Inactivo
6388,Rol00006389,Perferendis esse aut fugiat.,Inactivo
6389,Rol00006390,Doloremque quae itaque amet fugit.,Inactivo
6390,Rol00006391,Eligendi laudantium tempora necessitatibus ipsa recusandae.,Inactivo
6391,Rol00006392,Quas velit doloremque non.,Activo
6392,Rol00006393,Facilis ipsa commodi eligendi quis.,Inactivo
6393,Rol00006394,Sunt quam voluptatibus.,Inactivo
6394,Rol00006395,Officiis quo facilis atque beatae quas.,Activo
6395,Rol00006396,Rem vero laboriosam temporibus consequatur repudiandae ducimus.,Activo
6396,Rol00006397,Occaecati vitae ipsam voluptate omnis magni.,Inactivo
6397,Rol00006398,Atque fuga debitis nihil doloremque.,Activo
6398,Rol00006399,Quos esse quod tempore quo magnam magni.,Activo
6399,Rol00006400,Nam ad vitae libero fugiat expedita.,Activo
6400,Rol00006401,Ea ut eos soluta aut et nesciunt.,Inactivo
6401,Rol00006402,Perspiciatis expedita voluptatum quibusdam nostrum nihil.,Activo
6402,Rol00006403,Ducimus maiores doloremque quos explicabo qui.,Inactivo
6403,Rol00006404,In praesentium consequatur nobis perferendis.,Activo
6404,Rol00006405,Deleniti modi voluptates error fugit magnam eum commodi.,Inactivo
6405,Rol00006406,Esse quidem blanditiis quam.,Inactivo
6406,Rol00006407,Fugit a recusandae sit in quia quaerat deleniti.,Inactivo
6407,Rol00006408,Vero nam non ipsam.,Activo
6408,Rol00006409,Voluptate quaerat similique placeat totam.,Activo
6409,Rol00006410,Minima ipsam assumenda fugit dolorum laboriosam tenetur.,Inactivo
6410,Rol00006411,Voluptatum quisquam molestias corrupti veniam quam voluptatum alias.,Activo
6411,Rol00006412,Neque harum harum numquam ipsa nam tenetur.,Activo
6412,Rol00006413,Eos beatae dolores similique corporis eveniet et.,Inactivo
6413,Rol00006414,Iusto hic fugit ab nostrum harum.,Inactivo
6414,Rol00006415,Distinctio autem esse nulla ad illum vitae fugiat.,Activo
6415,Rol00006416,Veniam corporis dolore iure.,Activo
6416,Rol00006417,Natus veniam accusantium repellat doloribus quaerat quas.,Inactivo
6417,Rol00006418,Sapiente inventore ut aut at.,Activo
6418,Rol00006419,Sunt rerum fugit dolores facilis neque laboriosam.,Activo
6419,Rol00006420,Quasi odio aut quos voluptates.,Inactivo
6420,Rol00006421,Cumque eligendi voluptates atque cumque tenetur.,Activo
6421,Rol00006422,Amet ex explicabo ipsa blanditiis asperiores praesentium deleniti.,Activo
6422,Rol00006423,Architecto dolor accusamus ex necessitatibus eveniet reiciendis.,Inactivo
6423,Rol00006424,Provident fugiat ipsam.,Activo
6424,Rol00006425,Molestiae soluta consequatur odit.,Inactivo
6425,Rol00006426,Cupiditate tempore natus optio eius.,Inactivo
6426,Rol00006427,Doloribus animi quisquam voluptatem officia eum.,Inactivo
6427,Rol00006428,Illo officiis tempora harum aliquam non eius.,Activo
6428,Rol00006429,Vel harum quisquam corporis.,Activo
6429,Rol00006430,Blanditiis eum assumenda quibusdam a quaerat tempore.,Inactivo
6430,Rol00006431,Accusamus in ratione voluptatum eligendi unde.,Activo
6431,Rol00006432,Minus sapiente cumque esse.,Inactivo
6432,Rol00006433,Iusto molestiae sequi iusto perferendis in.,Activo
6433,Rol00006434,Ad quam quasi nisi ea reiciendis consectetur.,Activo
6434,Rol00006435,Harum dolore sunt placeat qui.,Inactivo
6435,Rol00006436,Porro molestiae vel laudantium reiciendis numquam voluptas rerum.,Inactivo
6436,Rol00006437,Atque iste occaecati blanditiis doloribus sed error.,Activo
6437,Rol00006438,Repudiandae in perspiciatis inventore adipisci magnam.,Activo
6438,Rol00006439,Voluptatum veritatis velit est laboriosam quidem aliquid.,Inactivo
6439,Rol00006440,Facilis reiciendis quo repellendus vel saepe aperiam fuga.,Inactivo
6440,Rol00006441,Nulla earum perspiciatis similique.,Activo
6441,Rol00006442,Omnis doloremque voluptatum sapiente doloremque dolores.,Inactivo
6442,Rol00006443,Esse enim sequi.,Activo
6443,Rol00006444,Sint voluptatum hic numquam similique quasi cupiditate impedit.,Inactivo
6444,Rol00006445,Adipisci at porro aperiam temporibus assumenda fuga.,Activo
6445,Rol00006446,Provident libero maiores placeat esse itaque.,Inactivo
6446,Rol00006447,Debitis laboriosam qui perspiciatis.,Activo
6447,Rol00006448,Nesciunt nam impedit necessitatibus.,Inactivo
6448,Rol00006449,Quidem illum eius perferendis amet occaecati praesentium dicta.,Inactivo
6449,Rol00006450,Quia earum quia accusamus tenetur a laudantium quia.,Inactivo
6450,Rol00006451,Rem veritatis mollitia nobis illo tenetur ratione.,Activo
6451,Rol00006452,Ut quas quod sint harum aspernatur incidunt.,Activo
6452,Rol00006453,Laboriosam hic tenetur tempora.,Inactivo
6453,Rol00006454,Distinctio reiciendis quibusdam nam nulla possimus itaque soluta.,Inactivo
6454,Rol00006455,Voluptatum omnis quis.,Activo
6455,Rol00006456,Vero eaque quidem earum.,Activo
6456,Rol00006457,Ipsam voluptatibus mollitia ipsam aliquam.,Inactivo
6457,Rol00006458,Consectetur optio est omnis sed quas.,Activo
6458,Rol00006459,Facilis ipsa earum sed quisquam quis modi.,Activo
6459,Rol00006460,Amet facilis id eveniet natus quos.,Activo
6460,Rol00006461,Eveniet quis quidem voluptate accusantium consequatur.,Activo
6461,Rol00006462,Asperiores eius ipsum ipsum veniam eos placeat labore.,Inactivo
6462,Rol00006463,Veritatis dolore itaque minus totam.,Activo
6463,Rol00006464,Quisquam sit impedit consectetur tempore voluptatem magnam.,Activo
6464,Rol00006465,Laboriosam commodi libero.,Activo
6465,Rol00006466,Delectus dolores sunt eum velit illum.,Activo
6466,Rol00006467,Quam expedita necessitatibus quia odio deserunt minima.,Activo
6467,Rol00006468,Fugiat deleniti rerum repellat enim adipisci dolorum asperiores.,Inactivo
6468,Rol00006469,Quisquam id neque voluptas molestias.,Inactivo
