,IdM,NombreM,DescripcionM,EstadoM
5533,M00005534,Educación Fisica,Quisquam officia quia modi a aperiam.,Activo
5534,M00005535,Educación Fisica,Provident voluptatum sed.,Activo
5535,M00005536,Educación SocioEmocional,Illo voluptates hic neque optio molestiae blanditiis.,Inactivo
5536,M00005537,Artes,Fugit reiciendis veniam.,Activo
5537,M00005538,Educación Fisica,Deleniti maiores quam dicta at vitae cupiditate.,Activo
5538,M00005539,Educación SocioEmocional,Sint fuga corporis ut aut.,Activo
5539,M00005540,Lenguaje y Comunicación,Perferendis laborum ex tenetur.,Activo
5540,M00005541,Educación Fisica,Temporibus hic culpa ipsam ratione distinctio magnam maiores.,Activo
5541,M00005542,Educación SocioEmocional,At numquam expedita id.,Inactivo
5542,M00005543,Artes,Exercitationem impedit quas.,Inactivo
5543,M00005544,Educación SocioEmocional,Soluta earum laboriosam sed.,Activo
5544,M00005545,Educación Fisica,Velit voluptatibus nam.,Activo
5545,M00005546,Pensamiento Matemáico,Alias et ut aspernatur rerum nam suscipit.,Activo
5546,M00005547,Exploración y Comprensión del mundo natural y social,Officia aspernatur nemo veniam vitae praesentium cum.,Inactivo
5547,M00005548,Lenguaje y Comunicación,Tenetur debitis soluta suscipit odit.,Activo
5548,M00005549,Pensamiento Matemáico,Non rerum esse beatae minima autem quo.,Activo
5549,M00005550,Lenguaje y Comunicación,Quaerat expedita beatae recusandae.,Inactivo
5550,M00005551,Exploración y Comprensión del mundo natural y social,Culpa vero voluptate distinctio in dicta.,Activo
5551,M00005552,Lenguaje y Comunicación,Ducimus eligendi eos iste dolorem quis nobis.,Activo
5552,M00005553,Artes,Necessitatibus magni voluptates assumenda commodi eius molestias.,Inactivo
5553,M00005554,Pensamiento Matemáico,Quae unde itaque voluptas fugit.,Inactivo
5554,M00005555,Educación Fisica,Repellendus reiciendis vitae ullam ratione esse.,Activo
5555,M00005556,Lenguaje y Comunicación,Ab harum deleniti corrupti corrupti.,Inactivo
5556,M00005557,Exploración y Comprensión del mundo natural y social,Odio itaque facilis.,Activo
5557,M00005558,Educación Fisica,Velit molestias nulla ea.,Inactivo
5558,M00005559,Exploración y Comprensión del mundo natural y social,Laudantium molestiae illum itaque quia voluptatum similique.,Inactivo
5559,M00005560,Educación SocioEmocional,Deserunt dolorem odio.,Inactivo
5560,M00005561,Educación SocioEmocional,Cumque atque laboriosam id magnam vitae.,Inactivo
5561,M00005562,Lenguaje y Comunicación,Repudiandae quibusdam possimus voluptatem sint ad reprehenderit.,Inactivo
5562,M00005563,Artes,Officiis maiores quam in quas quisquam.,Activo
5563,M00005564,Exploración y Comprensión del mundo natural y social,Voluptate aliquid exercitationem error hic quidem.,Activo
5564,M00005565,Pensamiento Matemáico,Exercitationem qui magnam ut atque itaque.,Inactivo
5565,M00005566,Pensamiento Matemáico,Adipisci ipsa voluptatibus sunt ducimus perspiciatis.,Inactivo
5566,M00005567,Lenguaje y Comunicación,Nemo minus molestiae fugiat qui.,Inactivo
5567,M00005568,Pensamiento Matemáico,Dolorem magnam autem nisi sequi itaque quod.,Inactivo
5568,M00005569,Artes,Nihil repudiandae recusandae illo repudiandae.,Inactivo
5569,M00005570,Artes,Eligendi excepturi minima eaque rem sunt reprehenderit officiis.,Activo
5570,M00005571,Exploración y Comprensión del mundo natural y social,Voluptatum atque quas veniam.,Inactivo
5571,M00005572,Pensamiento Matemáico,Officia blanditiis laborum.,Inactivo
5572,M00005573,Artes,Officia facere iste.,Inactivo
5573,M00005574,Exploración y Comprensión del mundo natural y social,Optio rerum ducimus maxime fugiat.,Activo
5574,M00005575,Educación Fisica,Quos officiis impedit deleniti ullam ullam doloribus.,Inactivo
5575,M00005576,Artes,Quas quia at unde nobis.,Activo
5576,M00005577,Artes,A repellat nihil ea alias.,Activo
5577,M00005578,Pensamiento Matemáico,Neque provident delectus non quo facere eveniet.,Inactivo
5578,M00005579,Pensamiento Matemáico,Similique nostrum eos quasi aperiam sequi.,Inactivo
5579,M00005580,Lenguaje y Comunicación,Asperiores reprehenderit quisquam ipsa.,Activo
5580,M00005581,Artes,Tempora odio animi sunt nostrum esse.,Activo
5581,M00005582,Exploración y Comprensión del mundo natural y social,Hic accusantium dolores eaque excepturi nobis labore.,Inactivo
5582,M00005583,Lenguaje y Comunicación,Modi architecto doloribus ducimus sequi.,Inactivo
5583,M00005584,Pensamiento Matemáico,Consectetur tempore asperiores nesciunt optio.,Activo
5584,M00005585,Educación SocioEmocional,Quam exercitationem fugit magni consequatur placeat.,Activo
5585,M00005586,Artes,Excepturi neque blanditiis temporibus ratione earum.,Inactivo
5586,M00005587,Exploración y Comprensión del mundo natural y social,Quos commodi laborum possimus neque.,Inactivo
5587,M00005588,Lenguaje y Comunicación,Tenetur aperiam exercitationem id facilis.,Activo
5588,M00005589,Educación Fisica,Nemo amet architecto tenetur.,Activo
5589,M00005590,Educación SocioEmocional,Dolores debitis totam totam.,Activo
5590,M00005591,Educación SocioEmocional,Dicta perferendis nam nostrum.,Activo
5591,M00005592,Artes,Pariatur provident similique saepe adipisci vitae.,Inactivo
5592,M00005593,Lenguaje y Comunicación,Sapiente illo accusamus deleniti saepe molestias ea.,Inactivo
5593,M00005594,Artes,Hic quam architecto dolor.,Activo
5594,M00005595,Pensamiento Matemáico,Possimus necessitatibus ut excepturi saepe quos tempore.,Activo
5595,M00005596,Exploración y Comprensión del mundo natural y social,Minus minus minima tenetur dicta consequatur.,Activo
5596,M00005597,Educación Fisica,Fuga occaecati quis tempora nobis officia aspernatur possimus.,Activo
5597,M00005598,Pensamiento Matemáico,Numquam eligendi iure fuga corrupti culpa itaque.,Inactivo
5598,M00005599,Educación Fisica,Veritatis quo placeat ea illo.,Activo
5599,M00005600,Educación SocioEmocional,Nemo consequuntur eius.,Activo
5600,M00005601,Educación Fisica,Beatae quisquam similique et.,Activo
5601,M00005602,Exploración y Comprensión del mundo natural y social,Molestias omnis labore nostrum.,Inactivo
5602,M00005603,Exploración y Comprensión del mundo natural y social,Sit dolor sed error harum cum.,Activo
5603,M00005604,Lenguaje y Comunicación,Dolor illo necessitatibus labore doloribus dicta nam.,Inactivo
5604,M00005605,Pensamiento Matemáico,Similique explicabo facilis adipisci.,Inactivo
5605,M00005606,Exploración y Comprensión del mundo natural y social,Minima voluptates dignissimos consectetur architecto dolorum.,Activo
5606,M00005607,Lenguaje y Comunicación,Soluta nihil odit nobis ut quisquam.,Inactivo
5607,M00005608,Educación SocioEmocional,Fugit et aspernatur quam placeat voluptate corrupti.,Inactivo
5608,M00005609,Pensamiento Matemáico,Saepe aut id ut nobis.,Inactivo
5609,M00005610,Lenguaje y Comunicación,Quaerat numquam magnam distinctio quisquam aliquam nihil.,Activo
5610,M00005611,Educación SocioEmocional,Qui quidem porro omnis.,Inactivo
5611,M00005612,Artes,At exercitationem ad neque perspiciatis.,Activo
5612,M00005613,Educación SocioEmocional,Non saepe in sunt temporibus quam.,Activo
5613,M00005614,Artes,Rerum fugiat provident magnam necessitatibus veritatis.,Inactivo
5614,M00005615,Lenguaje y Comunicación,Blanditiis magnam rerum reprehenderit.,Inactivo
5615,M00005616,Lenguaje y Comunicación,Ipsam accusamus possimus.,Inactivo
5616,M00005617,Educación SocioEmocional,Hic neque optio.,Activo
5617,M00005618,Educación Fisica,Quasi quibusdam quod doloremque ratione.,Inactivo
5618,M00005619,Artes,Nostrum libero provident asperiores minima esse.,Activo
5619,M00005620,Pensamiento Matemáico,Dolorum et rerum architecto tempore.,Inactivo
5620,M00005621,Educación SocioEmocional,Numquam hic corporis iste.,Inactivo
5621,M00005622,Artes,Labore iure iste repellat sed facilis minus.,Inactivo
5622,M00005623,Pensamiento Matemáico,Possimus laudantium est aliquam unde qui.,Inactivo
5623,M00005624,Educación SocioEmocional,Perspiciatis accusantium veritatis mollitia repellendus.,Activo
5624,M00005625,Lenguaje y Comunicación,Voluptates ipsam amet hic recusandae esse odio.,Inactivo
5625,M00005626,Educación SocioEmocional,Omnis hic occaecati recusandae voluptatibus corrupti.,Activo
5626,M00005627,Artes,Labore nostrum recusandae ipsam repellendus voluptatibus voluptates.,Activo
5627,M00005628,Educación SocioEmocional,Itaque non harum.,Inactivo
5628,M00005629,Educación Fisica,Aut ea architecto aliquam.,Activo
5629,M00005630,Exploración y Comprensión del mundo natural y social,Ullam ad adipisci accusantium repellat.,Inactivo
5630,M00005631,Exploración y Comprensión del mundo natural y social,Natus fuga veniam laboriosam beatae dolorum.,Activo
5631,M00005632,Exploración y Comprensión del mundo natural y social,Consectetur suscipit error ullam autem quo.,Activo
5632,M00005633,Lenguaje y Comunicación,Esse enim illo nobis.,Activo
5633,M00005634,Lenguaje y Comunicación,In eius officiis quia molestiae.,Activo
5634,M00005635,Artes,Doloribus illum velit sed voluptate.,Inactivo
5635,M00005636,Exploración y Comprensión del mundo natural y social,Similique vero beatae eum ut quos quis.,Activo
5636,M00005637,Exploración y Comprensión del mundo natural y social,Asperiores perferendis amet distinctio optio repudiandae.,Inactivo
5637,M00005638,Pensamiento Matemáico,Sit dolore quos nesciunt saepe.,Activo
5638,M00005639,Lenguaje y Comunicación,Ducimus explicabo ipsam incidunt maiores.,Activo
5639,M00005640,Artes,Vitae ipsam incidunt quasi doloribus.,Activo
5640,M00005641,Lenguaje y Comunicación,Eius tempora architecto perspiciatis odio reprehenderit ipsam natus.,Activo
5641,M00005642,Pensamiento Matemáico,Qui voluptatibus cum incidunt sint libero.,Activo
5642,M00005643,Exploración y Comprensión del mundo natural y social,Aut sequi vero consequatur voluptate.,Inactivo
5643,M00005644,Lenguaje y Comunicación,Minus fugit ad natus quae temporibus ad.,Activo
5644,M00005645,Pensamiento Matemáico,Est quia itaque qui.,Inactivo
5645,M00005646,Educación Fisica,Consectetur provident consequuntur ad fuga culpa nostrum.,Activo
5646,M00005647,Lenguaje y Comunicación,Aliquam aspernatur a eius necessitatibus.,Activo
5647,M00005648,Exploración y Comprensión del mundo natural y social,Accusantium voluptas dolorum veritatis sint cum odit.,Inactivo
5648,M00005649,Educación SocioEmocional,Aliquam officia possimus a corporis accusamus.,Inactivo
5649,M00005650,Educación SocioEmocional,Temporibus amet voluptates quis ratione.,Inactivo
5650,M00005651,Exploración y Comprensión del mundo natural y social,Delectus alias consectetur ab saepe porro.,Activo
5651,M00005652,Artes,Consequatur reiciendis voluptatibus veniam error delectus distinctio.,Activo
5652,M00005653,Educación Fisica,Fugit inventore a aut.,Inactivo
5653,M00005654,Educación Fisica,Incidunt natus molestiae officia id possimus eum.,Inactivo
5654,M00005655,Educación SocioEmocional,Nisi ducimus eum laudantium sequi tempore sed.,Inactivo
5655,M00005656,Pensamiento Matemáico,Tempora tenetur deleniti eius.,Activo
5656,M00005657,Lenguaje y Comunicación,Alias eos explicabo soluta.,Activo
5657,M00005658,Pensamiento Matemáico,Quod natus consequuntur nesciunt ipsa quos laboriosam reiciendis.,Inactivo
5658,M00005659,Pensamiento Matemáico,Accusantium magni dignissimos reiciendis magni illum impedit.,Activo
5659,M00005660,Educación SocioEmocional,Quam odio quos quas rerum.,Inactivo
5660,M00005661,Artes,Quos tenetur nam accusantium dicta explicabo minima.,Inactivo
5661,M00005662,Lenguaje y Comunicación,Sequi quis porro commodi pariatur nam quasi.,Activo
5662,M00005663,Lenguaje y Comunicación,Illum quos cum nemo officiis magni.,Inactivo
5663,M00005664,Lenguaje y Comunicación,In ipsa eum.,Inactivo
5664,M00005665,Lenguaje y Comunicación,Molestias accusamus nemo deserunt tempora totam deleniti.,Inactivo
5665,M00005666,Exploración y Comprensión del mundo natural y social,Aliquid totam quas cumque veritatis illum.,Activo
5666,M00005667,Educación SocioEmocional,Ducimus consectetur dignissimos eius dolorum.,Activo
5667,M00005668,Pensamiento Matemáico,Voluptate molestias fuga ipsum eius.,Activo
5668,M00005669,Educación SocioEmocional,Fugiat maiores neque asperiores quisquam amet sit.,Activo
5669,M00005670,Lenguaje y Comunicación,Illum consequuntur deleniti ipsum.,Inactivo
5670,M00005671,Artes,Asperiores asperiores beatae illo provident illo.,Inactivo
5671,M00005672,Artes,Quos mollitia ullam beatae eius animi veniam.,Inactivo
5672,M00005673,Pensamiento Matemáico,Quibusdam laboriosam ut non.,Inactivo
5673,M00005674,Exploración y Comprensión del mundo natural y social,Veniam veniam ea commodi saepe occaecati.,Inactivo
5674,M00005675,Educación Fisica,Asperiores exercitationem sapiente illo.,Activo
5675,M00005676,Artes,Voluptas adipisci nam repudiandae nihil doloremque occaecati.,Activo
5676,M00005677,Lenguaje y Comunicación,Quidem asperiores et quisquam iusto commodi.,Inactivo
5677,M00005678,Exploración y Comprensión del mundo natural y social,Modi soluta magnam ullam.,Activo
5678,M00005679,Educación Fisica,Quos esse aliquid.,Inactivo
5679,M00005680,Pensamiento Matemáico,Dolor vitae quo voluptates molestias nobis quo numquam.,Activo
5680,M00005681,Lenguaje y Comunicación,Necessitatibus incidunt blanditiis fuga.,Activo
5681,M00005682,Exploración y Comprensión del mundo natural y social,Dolor fugiat doloremque corporis.,Activo
5682,M00005683,Educación SocioEmocional,Occaecati distinctio molestias ad sunt.,Activo
5683,M00005684,Artes,Voluptatum odit natus deserunt occaecati perspiciatis delectus.,Activo
5684,M00005685,Artes,Tempora perspiciatis maiores necessitatibus doloremque amet distinctio.,Inactivo
5685,M00005686,Educación Fisica,Delectus neque repellat itaque provident labore blanditiis.,Activo
5686,M00005687,Artes,Laudantium laudantium et nulla.,Inactivo
5687,M00005688,Exploración y Comprensión del mundo natural y social,Omnis iste odit velit voluptatum quod molestias reiciendis.,Activo
5688,M00005689,Pensamiento Matemáico,Ducimus rem sint consectetur facere.,Inactivo
5689,M00005690,Pensamiento Matemáico,Id suscipit impedit facilis voluptate nostrum.,Inactivo
5690,M00005691,Educación Fisica,Dolores quibusdam consequatur.,Activo
5691,M00005692,Exploración y Comprensión del mundo natural y social,Aliquid laborum itaque dignissimos debitis veniam.,Activo
5692,M00005693,Pensamiento Matemáico,Voluptas neque ratione aut atque atque commodi.,Activo
5693,M00005694,Educación Fisica,Velit enim dolorum molestiae.,Inactivo
5694,M00005695,Educación Fisica,Aliquid quasi quas impedit placeat error at incidunt.,Inactivo
5695,M00005696,Lenguaje y Comunicación,Veniam voluptates nulla nam sunt vero cupiditate.,Activo
5696,M00005697,Educación Fisica,Labore suscipit possimus deleniti.,Inactivo
5697,M00005698,Artes,Laudantium hic perferendis eos illo tempora.,Activo
5698,M00005699,Exploración y Comprensión del mundo natural y social,Excepturi nobis nisi molestias illo.,Activo
5699,M00005700,Exploración y Comprensión del mundo natural y social,Odio saepe tempore deleniti officia impedit accusantium.,Inactivo
5700,M00005701,Pensamiento Matemáico,Expedita occaecati quaerat quae.,Inactivo
5701,M00005702,Exploración y Comprensión del mundo natural y social,Molestias odit quis ipsum dolorum illum esse.,Inactivo
5702,M00005703,Exploración y Comprensión del mundo natural y social,Dolores maxime voluptatem nihil dolore.,Activo
5703,M00005704,Exploración y Comprensión del mundo natural y social,Architecto tenetur error quod suscipit.,Activo
5704,M00005705,Exploración y Comprensión del mundo natural y social,Nihil dolores ipsam deleniti.,Activo
5705,M00005706,Artes,Molestias reprehenderit dolorem aperiam.,Activo
5706,M00005707,Educación SocioEmocional,Quia assumenda nihil est expedita.,Inactivo
5707,M00005708,Artes,Perspiciatis aspernatur excepturi atque unde error.,Activo
