,IdAu,NumAu,EstadoAu
6483,Au00006484,Patio,Mantenimiento
6484,Au00006485,C-2005,Ocupado
6485,Au00006486,A-5420,Mantenimiento
6486,Au00006487,A-973,Disponible
6487,Au00006488,C-9427,Mantenimiento
6488,Au00006489,Coliseo,Disponible
6489,Au00006490,A-6971,Disponible
6490,Au00006491,C-601,Disponible
6491,Au00006492,Patio,Ocupado
6492,Au00006493,A-2892,Mantenimiento
6493,Au00006494,B-6024,Mantenimiento
6494,Au00006495,A-8930,Disponible
6495,Au00006496,B-5748,Mantenimiento
6496,Au00006497,B-4317,Ocupado
6497,Au00006498,Salon Interactivo,Mantenimiento
6498,Au00006499,A-2805,Ocupado
6499,Au00006500,Patio,Mantenimiento
6500,Au00006501,A-553,Ocupado
6501,Au00006502,C-3948,Disponible
6502,Au00006503,Salon Interactivo,Disponible
6503,Au00006504,C-6438,Disponible
6504,Au00006505,Patio,Disponible
6505,Au00006506,D-4438,Ocupado
6506,Au00006507,D-1992,Ocupado
6507,Au00006508,Coliseo,Mantenimiento
6508,Au00006509,D-8628,Mantenimiento
6509,Au00006510,Patio,Ocupado
6510,Au00006511,C-1371,Ocupado
6511,Au00006512,D-158,Disponible
6512,Au00006513,D-80,Disponible
6513,Au00006514,Coliseo,Disponible
6514,Au00006515,B-6549,Ocupado
6515,Au00006516,Patio,Disponible
6516,Au00006517,Salon Interactivo,Disponible
6517,Au00006518,D-9001,Mantenimiento
6518,Au00006519,D-3295,Mantenimiento
6519,Au00006520,Salon Interactivo,Ocupado
6520,Au00006521,C-7696,Mantenimiento
6521,Au00006522,C-9229,Mantenimiento
6522,Au00006523,C-3200,Ocupado
6523,Au00006524,B-4241,Disponible
6524,Au00006525,C-3008,Disponible
6525,Au00006526,Patio,Ocupado
6526,Au00006527,Patio,Mantenimiento
6527,Au00006528,Salon Interactivo,Mantenimiento
6528,Au00006529,Coliseo,Ocupado
6529,Au00006530,Coliseo,Ocupado
6530,Au00006531,C-3100,Ocupado
6531,Au00006532,Salon Interactivo,Ocupado
6532,Au00006533,Salon Interactivo,Ocupado
6533,Au00006534,C-5303,Ocupado
6534,Au00006535,A-1976,Ocupado
6535,Au00006536,A-8463,Ocupado
6536,Au00006537,C-7636,Disponible
6537,Au00006538,Salon Interactivo,Ocupado
6538,Au00006539,D-4741,Ocupado
6539,Au00006540,D-6206,Mantenimiento
6540,Au00006541,Patio,Ocupado
6541,Au00006542,A-2588,Ocupado
6542,Au00006543,Coliseo,Mantenimiento
6543,Au00006544,Patio,Disponible
6544,Au00006545,C-8903,Disponible
6545,Au00006546,Patio,Ocupado
6546,Au00006547,D-6075,Ocupado
6547,Au00006548,A-6599,Mantenimiento
6548,Au00006549,B-9570,Disponible
6549,Au00006550,Coliseo,Ocupado
6550,Au00006551,Patio,Disponible
6551,Au00006552,D-8655,Mantenimiento
6552,Au00006553,C-7057,Mantenimiento
6553,Au00006554,C-3382,Mantenimiento
6554,Au00006555,C-4868,Disponible
6555,Au00006556,Coliseo,Mantenimiento
6556,Au00006557,Patio,Mantenimiento
6557,Au00006558,B-4412,Disponible
6558,Au00006559,Coliseo,Disponible
6559,Au00006560,Coliseo,Disponible
6560,Au00006561,Patio,Mantenimiento
6561,Au00006562,Coliseo,Disponible
6562,Au00006563,Coliseo,Disponible
6563,Au00006564,Salon Interactivo,Disponible
6564,Au00006565,Coliseo,Ocupado
6565,Au00006566,A-2062,Disponible
6566,Au00006567,C-1260,Disponible
6567,Au00006568,Coliseo,Ocupado
6568,Au00006569,Coliseo,Ocupado
6569,Au00006570,Patio,Disponible
6570,Au00006571,B-7013,Ocupado
6571,Au00006572,D-2263,Disponible
6572,Au00006573,C-46,Disponible
6573,Au00006574,C-7488,Disponible
6574,Au00006575,Salon Interactivo,Mantenimiento
6575,Au00006576,B-6938,Ocupado
6576,Au00006577,Patio,Disponible
6577,Au00006578,Patio,Ocupado
6578,Au00006579,D-4335,Ocupado
6579,Au00006580,B-7604,Disponible
6580,Au00006581,D-3362,Ocupado
6581,Au00006582,Coliseo,Disponible
6582,Au00006583,Salon Interactivo,Ocupado
6583,Au00006584,Salon Interactivo,Mantenimiento
6584,Au00006585,Coliseo,Disponible
6585,Au00006586,B-7415,Ocupado
6586,Au00006587,Patio,Ocupado
6587,Au00006588,C-8633,Disponible
6588,Au00006589,B-5480,Disponible
6589,Au00006590,Patio,Ocupado
6590,Au00006591,B-7176,Disponible
6591,Au00006592,Patio,Mantenimiento
6592,Au00006593,A-427,Disponible
6593,Au00006594,A-1621,Ocupado
6594,Au00006595,Coliseo,Disponible
6595,Au00006596,Patio,Disponible
6596,Au00006597,B-1889,Disponible
6597,Au00006598,B-1873,Mantenimiento
6598,Au00006599,Patio,Disponible
6599,Au00006600,B-4430,Disponible
6600,Au00006601,D-2097,Mantenimiento
6601,Au00006602,Salon Interactivo,Mantenimiento
6602,Au00006603,B-4786,Disponible
6603,Au00006604,C-2464,Mantenimiento
6604,Au00006605,Patio,Ocupado
6605,Au00006606,D-9024,Ocupado
6606,Au00006607,B-2990,Disponible
6607,Au00006608,C-7272,Ocupado
6608,Au00006609,B-8483,Ocupado
6609,Au00006610,A-8431,Ocupado
6610,Au00006611,A-3542,Disponible
6611,Au00006612,D-4499,Mantenimiento
6612,Au00006613,Salon Interactivo,Mantenimiento
6613,Au00006614,B-3497,Ocupado
6614,Au00006615,Coliseo,Mantenimiento
6615,Au00006616,C-7645,Mantenimiento
6616,Au00006617,B-522,Disponible
6617,Au00006618,A-5337,Mantenimiento
6618,Au00006619,Salon Interactivo,Mantenimiento
6619,Au00006620,B-5951,Ocupado
6620,Au00006621,B-8461,Mantenimiento
6621,Au00006622,Coliseo,Ocupado
6622,Au00006623,C-7799,Disponible
6623,Au00006624,Coliseo,Ocupado
6624,Au00006625,A-28,Mantenimiento
6625,Au00006626,Coliseo,Mantenimiento
6626,Au00006627,Salon Interactivo,Mantenimiento
6627,Au00006628,Salon Interactivo,Mantenimiento
6628,Au00006629,Coliseo,Ocupado
6629,Au00006630,Salon Interactivo,Disponible
6630,Au00006631,Coliseo,Disponible
6631,Au00006632,A-4892,Disponible
6632,Au00006633,Patio,Ocupado
6633,Au00006634,D-9830,Mantenimiento
6634,Au00006635,Patio,Disponible
6635,Au00006636,D-1910,Ocupado
6636,Au00006637,C-9087,Mantenimiento
6637,Au00006638,D-2611,Disponible
6638,Au00006639,Coliseo,Ocupado
6639,Au00006640,B-2377,Mantenimiento
6640,Au00006641,B-7442,Disponible
6641,Au00006642,B-8055,Ocupado
6642,Au00006643,D-8263,Mantenimiento
6643,Au00006644,A-7322,Ocupado
6644,Au00006645,Salon Interactivo,Ocupado
6645,Au00006646,Salon Interactivo,Disponible
6646,Au00006647,Coliseo,Mantenimiento
6647,Au00006648,Coliseo,Mantenimiento
6648,Au00006649,Coliseo,Mantenimiento
6649,Au00006650,Salon Interactivo,Ocupado
6650,Au00006651,B-8272,Disponible
6651,Au00006652,A-8848,Mantenimiento
6652,Au00006653,C-1854,Mantenimiento
6653,Au00006654,C-3118,Mantenimiento
6654,Au00006655,Coliseo,Mantenimiento
6655,Au00006656,A-2487,Mantenimiento
6656,Au00006657,A-7631,Ocupado
6657,Au00006658,Salon Interactivo,Mantenimiento
6658,Au00006659,B-3167,Mantenimiento
6659,Au00006660,Patio,Mantenimiento
6660,Au00006661,D-1987,Mantenimiento
6661,Au00006662,C-2493,Disponible
6662,Au00006663,D-9765,Ocupado
6663,Au00006664,Coliseo,Mantenimiento
6664,Au00006665,Coliseo,Mantenimiento
6665,Au00006666,Coliseo,Mantenimiento
6666,Au00006667,Coliseo,Disponible
6667,Au00006668,A-70,Disponible
6668,Au00006669,Salon Interactivo,Mantenimiento
6669,Au00006670,C-9404,Mantenimiento
6670,Au00006671,C-1530,Mantenimiento
6671,Au00006672,B-368,Mantenimiento
6672,Au00006673,C-7798,Ocupado
6673,Au00006674,D-8002,Ocupado
6674,Au00006675,Patio,Disponible
6675,Au00006676,D-3178,Disponible
6676,Au00006677,Patio,Mantenimiento
6677,Au00006678,A-8942,Ocupado
6678,Au00006679,D-9002,Disponible
6679,Au00006680,A-3591,Mantenimiento
6680,Au00006681,Patio,Mantenimiento
6681,Au00006682,C-5084,Disponible
6682,Au00006683,C-777,Ocupado
6683,Au00006684,A-2167,Disponible
6684,Au00006685,B-2276,Disponible
6685,Au00006686,D-5723,Mantenimiento
6686,Au00006687,Salon Interactivo,Mantenimiento
6687,Au00006688,A-990,Ocupado
6688,Au00006689,C-6563,Ocupado
6689,Au00006690,D-5475,Ocupado
6690,Au00006691,D-4172,Disponible
6691,Au00006692,Coliseo,Mantenimiento
6692,Au00006693,Salon Interactivo,Ocupado
6693,Au00006694,A-669,Disponible
6694,Au00006695,A-3347,Ocupado
6695,Au00006696,D-8071,Ocupado
6696,Au00006697,B-1738,Ocupado
6697,Au00006698,Coliseo,Mantenimiento
6698,Au00006699,D-2099,Mantenimiento
6699,Au00006700,D-9246,Disponible
6700,Au00006701,B-5363,Ocupado
6701,Au00006702,D-451,Disponible
6702,Au00006703,B-4438,Disponible
6703,Au00006704,D-7003,Mantenimiento
6704,Au00006705,Coliseo,Ocupado
6705,Au00006706,C-4968,Disponible
6706,Au00006707,Patio,Ocupado
6707,Au00006708,Salon Interactivo,Mantenimiento
6708,Au00006709,A-7755,Ocupado
6709,Au00006710,Salon Interactivo,Disponible
6710,Au00006711,Patio,Mantenimiento
6711,Au00006712,A-6256,Disponible
6712,Au00006713,Salon Interactivo,Ocupado
6713,Au00006714,A-3774,Mantenimiento
6714,Au00006715,Salon Interactivo,Ocupado
6715,Au00006716,Coliseo,Mantenimiento
6716,Au00006717,D-3220,Ocupado
6717,Au00006718,C-247,Mantenimiento
6718,Au00006719,Coliseo,Disponible
6719,Au00006720,Salon Interactivo,Mantenimiento
6720,Au00006721,C-6474,Disponible
6721,Au00006722,Coliseo,Disponible
6722,Au00006723,A-9934,Ocupado
6723,Au00006724,B-9989,Disponible
6724,Au00006725,Patio,Disponible
6725,Au00006726,Coliseo,Disponible
6726,Au00006727,D-9798,Disponible
6727,Au00006728,Coliseo,Ocupado
6728,Au00006729,B-8154,Disponible
6729,Au00006730,Coliseo,Mantenimiento
6730,Au00006731,A-5953,Mantenimiento
6731,Au00006732,Patio,Ocupado
6732,Au00006733,C-9205,Ocupado
6733,Au00006734,Coliseo,Disponible
6734,Au00006735,Salon Interactivo,Ocupado
6735,Au00006736,Coliseo,Mantenimiento
6736,Au00006737,A-8616,Ocupado
6737,Au00006738,B-6183,Disponible
6738,Au00006739,Coliseo,Disponible
6739,Au00006740,D-5554,Disponible
6740,Au00006741,A-5885,Ocupado
6741,Au00006742,B-6638,Disponible
6742,Au00006743,Coliseo,Mantenimiento
6743,Au00006744,B-4597,Ocupado
6744,Au00006745,C-399,Ocupado
6745,Au00006746,Salon Interactivo,Disponible
6746,Au00006747,C-7930,Mantenimiento
6747,Au00006748,Salon Interactivo,Disponible
6748,Au00006749,Salon Interactivo,Disponible
6749,Au00006750,Salon Interactivo,Ocupado
6750,Au00006751,Patio,Ocupado
6751,Au00006752,B-3243,Mantenimiento
6752,Au00006753,Salon Interactivo,Disponible
6753,Au00006754,Coliseo,Mantenimiento
6754,Au00006755,Patio,Mantenimiento
6755,Au00006756,A-2754,Ocupado
6756,Au00006757,Coliseo,Ocupado
6757,Au00006758,B-3244,Disponible
6758,Au00006759,B-6843,Disponible
6759,Au00006760,B-1107,Disponible
6760,Au00006761,D-8038,Disponible
6761,Au00006762,Salon Interactivo,Ocupado
6762,Au00006763,B-8318,Disponible
6763,Au00006764,B-3503,Ocupado
6764,Au00006765,Coliseo,Mantenimiento
6765,Au00006766,Salon Interactivo,Mantenimiento
6766,Au00006767,Salon Interactivo,Disponible
6767,Au00006768,C-3757,Disponible
6768,Au00006769,D-1772,Ocupado
6769,Au00006770,Salon Interactivo,Mantenimiento
6770,Au00006771,D-3328,Disponible
6771,Au00006772,A-4802,Ocupado
6772,Au00006773,A-109,Disponible
6773,Au00006774,C-1223,Mantenimiento
6774,Au00006775,B-480,Ocupado
6775,Au00006776,Patio,Ocupado
6776,Au00006777,C-9343,Mantenimiento
6777,Au00006778,A-93,Disponible
6778,Au00006779,A-6815,Disponible
6779,Au00006780,D-7007,Disponible
6780,Au00006781,Patio,Mantenimiento
6781,Au00006782,B-4348,Disponible
6782,Au00006783,Patio,Mantenimiento
6783,Au00006784,Salon Interactivo,Disponible
6784,Au00006785,Patio,Ocupado
6785,Au00006786,Patio,Disponible
6786,Au00006787,Salon Interactivo,Mantenimiento
6787,Au00006788,Salon Interactivo,Disponible
6788,Au00006789,Salon Interactivo,Mantenimiento
6789,Au00006790,B-8851,Disponible
6790,Au00006791,A-4427,Disponible
6791,Au00006792,Salon Interactivo,Disponible
6792,Au00006793,B-439,Mantenimiento
6793,Au00006794,Coliseo,Mantenimiento
6794,Au00006795,B-6921,Mantenimiento
6795,Au00006796,Patio,Ocupado
6796,Au00006797,B-5491,Ocupado
6797,Au00006798,A-9410,Disponible
6798,Au00006799,A-6885,Disponible
6799,Au00006800,Salon Interactivo,Mantenimiento
6800,Au00006801,Salon Interactivo,Mantenimiento
6801,Au00006802,Coliseo,Disponible
6802,Au00006803,Salon Interactivo,Ocupado
6803,Au00006804,Patio,Disponible
6804,Au00006805,D-2021,Ocupado
6805,Au00006806,B-9295,Disponible
6806,Au00006807,C-3703,Disponible
6807,Au00006808,Salon Interactivo,Ocupado
6808,Au00006809,D-9200,Mantenimiento
6809,Au00006810,B-1090,Ocupado
6810,Au00006811,B-8826,Ocupado
6811,Au00006812,Salon Interactivo,Disponible
6812,Au00006813,Coliseo,Ocupado
6813,Au00006814,B-497,Mantenimiento
6814,Au00006815,Salon Interactivo,Mantenimiento
6815,Au00006816,D-8304,Ocupado
6816,Au00006817,C-4941,Mantenimiento
6817,Au00006818,A-5455,Mantenimiento
6818,Au00006819,Coliseo,Disponible
6819,Au00006820,Coliseo,Mantenimiento
6820,Au00006821,Coliseo,Disponible
6821,Au00006822,Coliseo,Mantenimiento
6822,Au00006823,C-2991,Disponible
6823,Au00006824,D-5905,Ocupado
6824,Au00006825,Coliseo,Mantenimiento
6825,Au00006826,D-5964,Ocupado
6826,Au00006827,Salon Interactivo,Disponible
6827,Au00006828,Coliseo,Mantenimiento
6828,Au00006829,B-87,Disponible
6829,Au00006830,A-7314,Disponible
6830,Au00006831,A-1224,Ocupado
6831,Au00006832,A-6508,Disponible
6832,Au00006833,Coliseo,Ocupado
6833,Au00006834,D-4408,Mantenimiento
6834,Au00006835,D-3431,Disponible
6835,Au00006836,B-814,Disponible
6836,Au00006837,B-862,Ocupado
6837,Au00006838,A-178,Ocupado
6838,Au00006839,Salon Interactivo,Mantenimiento
6839,Au00006840,Salon Interactivo,Ocupado
6840,Au00006841,D-8655,Ocupado
6841,Au00006842,C-8698,Disponible
6842,Au00006843,Coliseo,Ocupado
6843,Au00006844,C-7174,Disponible
6844,Au00006845,Coliseo,Ocupado
6845,Au00006846,C-7615,Mantenimiento
6846,Au00006847,Salon Interactivo,Mantenimiento
6847,Au00006848,D-8497,Ocupado
6848,Au00006849,A-2354,Mantenimiento
6849,Au00006850,C-1164,Ocupado
6850,Au00006851,D-5842,Mantenimiento
6851,Au00006852,Coliseo,Mantenimiento
6852,Au00006853,B-4296,Mantenimiento
6853,Au00006854,Patio,Mantenimiento
6854,Au00006855,Salon Interactivo,Mantenimiento
6855,Au00006856,Coliseo,Disponible
6856,Au00006857,Coliseo,Disponible
6857,Au00006858,Salon Interactivo,Disponible
6858,Au00006859,Salon Interactivo,Disponible
6859,Au00006860,B-5608,Mantenimiento
6860,Au00006861,B-5285,Mantenimiento
6861,Au00006862,B-2145,Disponible
6862,Au00006863,Patio,Disponible
6863,Au00006864,Patio,Disponible
6864,Au00006865,B-427,Ocupado
6865,Au00006866,A-4176,Ocupado
6866,Au00006867,Patio,Ocupado
6867,Au00006868,B-2424,Ocupado
6868,Au00006869,C-2618,Mantenimiento
6869,Au00006870,B-3098,Ocupado
6870,Au00006871,Salon Interactivo,Disponible
6871,Au00006872,Coliseo,Ocupado
6872,Au00006873,Patio,Ocupado
6873,Au00006874,Salon Interactivo,Disponible
6874,Au00006875,Salon Interactivo,Disponible
6875,Au00006876,Coliseo,Ocupado
6876,Au00006877,B-7115,Ocupado
6877,Au00006878,D-4099,Mantenimiento
6878,Au00006879,D-9997,Disponible
6879,Au00006880,Patio,Mantenimiento
6880,Au00006881,C-7607,Disponible
6881,Au00006882,C-5021,Disponible
6882,Au00006883,Coliseo,Mantenimiento
6883,Au00006884,C-3552,Mantenimiento
6884,Au00006885,Patio,Mantenimiento
6885,Au00006886,D-3848,Disponible
6886,Au00006887,D-1219,Ocupado
6887,Au00006888,Coliseo,Mantenimiento
6888,Au00006889,Salon Interactivo,Disponible
6889,Au00006890,A-2363,Ocupado
6890,Au00006891,D-2909,Mantenimiento
6891,Au00006892,Patio,Mantenimiento
6892,Au00006893,Patio,Mantenimiento
6893,Au00006894,A-1834,Disponible
6894,Au00006895,A-6384,Disponible
6895,Au00006896,A-2905,Ocupado
6896,Au00006897,Patio,Mantenimiento
6897,Au00006898,B-2191,Ocupado
6898,Au00006899,Patio,Mantenimiento
6899,Au00006900,Patio,Mantenimiento
6900,Au00006901,B-517,Mantenimiento
6901,Au00006902,C-7499,Ocupado
6902,Au00006903,C-2584,Ocupado
6903,Au00006904,Coliseo,Mantenimiento
6904,Au00006905,Salon Interactivo,Disponible
6905,Au00006906,A-8954,Disponible
6906,Au00006907,Coliseo,Disponible
6907,Au00006908,B-4951,Mantenimiento
6908,Au00006909,Coliseo,Mantenimiento
6909,Au00006910,C-3421,Ocupado
6910,Au00006911,Patio,Mantenimiento
6911,Au00006912,Coliseo,Ocupado
6912,Au00006913,Coliseo,Mantenimiento
6913,Au00006914,Coliseo,Disponible
6914,Au00006915,Salon Interactivo,Disponible
6915,Au00006916,C-3543,Mantenimiento
6916,Au00006917,Coliseo,Ocupado
6917,Au00006918,A-5940,Ocupado
6918,Au00006919,D-2931,Ocupado
6919,Au00006920,Coliseo,Mantenimiento
6920,Au00006921,Salon Interactivo,Ocupado
6921,Au00006922,D-6964,Ocupado
6922,Au00006923,Coliseo,Disponible
6923,Au00006924,C-8934,Ocupado
6924,Au00006925,Coliseo,Ocupado
6925,Au00006926,B-1031,Disponible
6926,Au00006927,Coliseo,Ocupado
6927,Au00006928,Patio,Ocupado
6928,Au00006929,D-6103,Mantenimiento
6929,Au00006930,Coliseo,Mantenimiento
6930,Au00006931,A-7259,Mantenimiento
6931,Au00006932,A-6706,Mantenimiento
6932,Au00006933,C-9159,Mantenimiento
6933,Au00006934,Patio,Disponible
6934,Au00006935,A-1939,Ocupado
6935,Au00006936,Coliseo,Mantenimiento
6936,Au00006937,D-6338,Ocupado
6937,Au00006938,Patio,Mantenimiento
6938,Au00006939,C-4629,Disponible
6939,Au00006940,C-4330,Disponible
6940,Au00006941,Coliseo,Ocupado
6941,Au00006942,B-4234,Mantenimiento
6942,Au00006943,C-2615,Mantenimiento
6943,Au00006944,D-3733,Disponible
6944,Au00006945,Coliseo,Mantenimiento
6945,Au00006946,Salon Interactivo,Disponible
6946,Au00006947,Salon Interactivo,Ocupado
6947,Au00006948,Coliseo,Mantenimiento
6948,Au00006949,Salon Interactivo,Ocupado
6949,Au00006950,Patio,Ocupado
6950,Au00006951,Coliseo,Disponible
6951,Au00006952,A-4620,Disponible
6952,Au00006953,D-5602,Disponible
6953,Au00006954,C-8868,Mantenimiento
6954,Au00006955,A-8268,Ocupado
6955,Au00006956,Salon Interactivo,Mantenimiento
6956,Au00006957,C-8847,Disponible
6957,Au00006958,Coliseo,Ocupado
6958,Au00006959,Patio,Disponible
6959,Au00006960,C-6319,Mantenimiento
6960,Au00006961,B-5422,Ocupado
6961,Au00006962,A-2002,Ocupado
6962,Au00006963,Coliseo,Ocupado
6963,Au00006964,A-7003,Ocupado
6964,Au00006965,B-9975,Mantenimiento
6965,Au00006966,A-8310,Mantenimiento
6966,Au00006967,Coliseo,Mantenimiento
6967,Au00006968,Patio,Mantenimiento
6968,Au00006969,Salon Interactivo,Disponible
6969,Au00006970,A-2537,Ocupado
6970,Au00006971,Salon Interactivo,Mantenimiento
6971,Au00006972,C-1528,Mantenimiento
6972,Au00006973,Patio,Mantenimiento
6973,Au00006974,A-7550,Mantenimiento
6974,Au00006975,B-6711,Mantenimiento
6975,Au00006976,Salon Interactivo,Mantenimiento
6976,Au00006977,D-5721,Ocupado
6977,Au00006978,Patio,Disponible
6978,Au00006979,D-5033,Disponible
6979,Au00006980,Patio,Disponible
6980,Au00006981,D-1639,Mantenimiento
6981,Au00006982,B-3530,Ocupado
6982,Au00006983,A-1597,Mantenimiento
6983,Au00006984,C-5008,Disponible
6984,Au00006985,Salon Interactivo,Mantenimiento
6985,Au00006986,B-6553,Disponible
6986,Au00006987,Coliseo,Mantenimiento
6987,Au00006988,Patio,Ocupado
6988,Au00006989,Coliseo,Ocupado
6989,Au00006990,Coliseo,Disponible
6990,Au00006991,C-4155,Ocupado
6991,Au00006992,Coliseo,Disponible
6992,Au00006993,A-7748,Mantenimiento
6993,Au00006994,Patio,Mantenimiento
6994,Au00006995,A-1290,Disponible
6995,Au00006996,C-3811,Ocupado
6996,Au00006997,Salon Interactivo,Mantenimiento
6997,Au00006998,B-6497,Ocupado
6998,Au00006999,D-2768,Disponible
6999,Au00007000,Salon Interactivo,Ocupado
7000,Au00007001,Patio,Disponible
7001,Au00007002,Salon Interactivo,Disponible
7002,Au00007003,Salon Interactivo,Mantenimiento
7003,Au00007004,C-3867,Disponible
7004,Au00007005,Coliseo,Ocupado
7005,Au00007006,Salon Interactivo,Mantenimiento
7006,Au00007007,Coliseo,Ocupado
7007,Au00007008,Patio,Disponible
7008,Au00007009,Salon Interactivo,Mantenimiento
7009,Au00007010,Patio,Mantenimiento
7010,Au00007011,Salon Interactivo,Ocupado
7011,Au00007012,C-5191,Mantenimiento
7012,Au00007013,Patio,Mantenimiento
7013,Au00007014,C-3684,Mantenimiento
7014,Au00007015,A-4905,Ocupado
7015,Au00007016,C-5168,Ocupado
7016,Au00007017,Patio,Disponible
7017,Au00007018,C-6311,Mantenimiento
7018,Au00007019,Patio,Ocupado
7019,Au00007020,Coliseo,Ocupado
7020,Au00007021,B-2358,Mantenimiento
7021,Au00007022,Coliseo,Ocupado
7022,Au00007023,A-245,Mantenimiento
7023,Au00007024,A-3565,Disponible
7024,Au00007025,Patio,Disponible
7025,Au00007026,D-5189,Disponible
7026,Au00007027,Salon Interactivo,Ocupado
7027,Au00007028,Coliseo,Disponible
7028,Au00007029,Coliseo,Ocupado
7029,Au00007030,A-1514,Ocupado
7030,Au00007031,Patio,Ocupado
7031,Au00007032,Coliseo,Ocupado
7032,Au00007033,C-3190,Mantenimiento
7033,Au00007034,A-4417,Mantenimiento
7034,Au00007035,B-9531,Ocupado
7035,Au00007036,Patio,Ocupado
7036,Au00007037,D-9922,Disponible
7037,Au00007038,C-8610,Mantenimiento
7038,Au00007039,Salon Interactivo,Mantenimiento
7039,Au00007040,Salon Interactivo,Ocupado
7040,Au00007041,D-8783,Mantenimiento
7041,Au00007042,D-4912,Ocupado
7042,Au00007043,C-5282,Disponible
7043,Au00007044,Coliseo,Mantenimiento
