,IdI,NombreI,TipoEduI,SostenimientoI,AreaI,RegimenI,ModalidadI,JornadaI,EstadoI
6529,I00006530,Unidad Educativa Albeiro Calderón III,Especial,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6530,I00006531,Unidad Educativa Ariel Mejía I,Popular Permanente,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6531,I00006532,Unidad Educativa Willian Rodríguez I,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
6532,I00006533,Unidad Educativa Edwin Caballero IV,Artistica,Municipal,Rural,Costa,Virtual,Matutina,Activo
6533,I00006534,Unidad Educativa Carlos Flórez VI,Artistica,Municipal,Rural,Sierra,Semipresencial,Vespertina,Inactivo
6534,I00006535,Unidad Educativa Esther Mantilla VI,Especial,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
6535,I00006536,Unidad Educativa Iván González I,Artistica,Municipal,Rural,Costa,Semipresencial,Matutina,Inactivo
6536,I00006537,Unidad Educativa Óscar Núñez V,Artistica,Fiscomisional,Rural,Sierra,Semipresencial,Vespertina,Inactivo
6537,I00006538,Unidad Educativa María Díaz V,Popular Permanente,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6538,I00006539,Unidad Educativa Lisbeth Arboleda IV,Especial,Particular,Urbano,Costa,Virtual,Matutina,Activo
6539,I00006540,Unidad Educativa Gloria Peña II,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Activo
6540,I00006541,Unidad Educativa Raquel Gómez VI,Ordinaria,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6541,I00006542,Unidad Educativa José Rodríguez V,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6542,I00006543,Unidad Educativa Nelson Cifuentes IV,Popular Permanente,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6543,I00006544,Unidad Educativa Leonor Pineda,Ordinaria,Fiscomisional,Urbano,Costa,Presencial,Matutina,Inactivo
6544,I00006545,Unidad Educativa Arturo Correa,Especial,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6545,I00006546,Unidad Educativa Fernanda Carvajal V,Popular Permanente,Fiscal,Rural,Costa,Semipresencial,Matutina,Inactivo
6546,I00006547,Unidad Educativa Carmen Jaimes IV,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
6547,I00006548,Unidad Educativa Estela Jiménez I,Ordinaria,Fiscal,Urbano,Costa,Semipresencial,Matutina,Activo
6548,I00006549,Unidad Educativa Yaneth Díaz IV,Artistica,Particular,Urbano,Sierra,Presencial,Vespertina,Activo
6549,I00006550,Unidad Educativa Alexandra Lozano V,Popular Permanente,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6550,I00006551,Unidad Educativa Gloria Muñoz III,Popular Permanente,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
6551,I00006552,Unidad Educativa Rafael Rincón II,Popular Permanente,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
6552,I00006553,Unidad Educativa Miguel Zambrano I,Especial,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
6553,I00006554,Unidad Educativa Paola Márquez VI,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
6554,I00006555,Unidad Educativa Ruby Cardozo I,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6555,I00006556,Unidad Educativa Iván Pacheco III,Especial,Municipal,Rural,Sierra,Virtual,Matutina,Activo
6556,I00006557,Unidad Educativa Virginia Hurtado II,Artistica,Municipal,Rural,Costa,Virtual,Matutina,Activo
6557,I00006558,Unidad Educativa Nelson Contreras VI,Ordinaria,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
6558,I00006559,Unidad Educativa Luz Benavides VI,Artistica,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
6559,I00006560,Unidad Educativa Yaneth Lozano,Ordinaria,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6560,I00006561,Unidad Educativa Wilson Parada II,Ordinaria,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6561,I00006562,Unidad Educativa María Lozano V,Especial,Municipal,Rural,Costa,Presencial,Matutina,Activo
6562,I00006563,Unidad Educativa Diego Ríos,Ordinaria,Fiscomisional,Rural,Sierra,Presencial,Matutina,Activo
6563,I00006564,Unidad Educativa Lucía Osorio IV,Popular Permanente,Fiscomisional,Urbano,Costa,Virtual,Vespertina,Activo
6564,I00006565,Unidad Educativa David León I,Especial,Fiscomisional,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
6565,I00006566,Unidad Educativa Mercedes Méndez III,Especial,Fiscal,Urbano,Costa,Semipresencial,Vespertina,Inactivo
6566,I00006567,Unidad Educativa Alexander Ramírez VI,Ordinaria,Particular,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6567,I00006568,Unidad Educativa Paola Serrano,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Vespertina,Inactivo
6568,I00006569,Unidad Educativa William Silva IV,Especial,Particular,Urbano,Costa,Presencial,Vespertina,Inactivo
6569,I00006570,Unidad Educativa Yenifer Fernández VI,Especial,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
6570,I00006571,Unidad Educativa Myriam Pardo IV,Especial,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
6571,I00006572,Unidad Educativa Fabián Marín,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6572,I00006573,Unidad Educativa María Duque I,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6573,I00006574,Unidad Educativa César Ardila III,Popular Permanente,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
6574,I00006575,Unidad Educativa Ignacio Saavedra I,Ordinaria,Particular,Rural,Costa,Virtual,Matutina,Activo
6575,I00006576,Unidad Educativa Felipe Silva II,Especial,Particular,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
6576,I00006577,Unidad Educativa David Caicedo V,Ordinaria,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6577,I00006578,Unidad Educativa Esmeralda Restrepo III,Popular Permanente,Municipal,Urbano,Sierra,Presencial,Vespertina,Inactivo
6578,I00006579,Unidad Educativa Santiago Prieto VI,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Vespertina,Inactivo
6579,I00006580,Unidad Educativa Antonio Romero VI,Especial,Fiscal,Rural,Costa,Virtual,Matutina,Inactivo
6580,I00006581,Unidad Educativa Ángel Pérez VI,Popular Permanente,Municipal,Rural,Costa,Semipresencial,Matutina,Activo
6581,I00006582,Unidad Educativa Wilson Romero II,Ordinaria,Municipal,Urbano,Sierra,Presencial,Matutina,Activo
6582,I00006583,Unidad Educativa Manuel Fernández VI,Popular Permanente,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
6583,I00006584,Unidad Educativa Luis Arango IV,Ordinaria,Particular,Urbano,Costa,Virtual,Vespertina,Activo
6584,I00006585,Unidad Educativa Ana Tamayo,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6585,I00006586,Unidad Educativa Sebastián Moreno,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
6586,I00006587,Unidad Educativa Diana Rojas II,Artistica,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
6587,I00006588,Unidad Educativa Diana Palacios VI,Artistica,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
6588,I00006589,Unidad Educativa Yeison Palacios IV,Artistica,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6589,I00006590,Unidad Educativa María Guzmán I,Artistica,Particular,Rural,Sierra,Semipresencial,Vespertina,Inactivo
6590,I00006591,Unidad Educativa Yamile Palacios VI,Ordinaria,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6591,I00006592,Unidad Educativa Héctor Marín,Popular Permanente,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
6592,I00006593,Unidad Educativa María Rodríguez V,Artistica,Municipal,Rural,Sierra,Virtual,Matutina,Activo
6593,I00006594,Unidad Educativa Ancizar Reyes III,Ordinaria,Particular,Urbano,Costa,Virtual,Vespertina,Activo
6594,I00006595,Unidad Educativa Adriana Barbosa I,Artistica,Particular,Rural,Costa,Virtual,Vespertina,Activo
6595,I00006596,Unidad Educativa Gloria Jaimes V,Artistica,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6596,I00006597,Unidad Educativa Ricardo Ríos I,Especial,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6597,I00006598,Unidad Educativa Mery Alzate III,Popular Permanente,Particular,Rural,Costa,Presencial,Matutina,Inactivo
6598,I00006599,Unidad Educativa Constanza López II,Especial,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6599,I00006600,Unidad Educativa Ariel Torres II,Artistica,Fiscal,Rural,Costa,Virtual,Matutina,Inactivo
6600,I00006601,Unidad Educativa Fernando Murillo III,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
6601,I00006602,Unidad Educativa Beatriz García VI,Ordinaria,Particular,Rural,Costa,Semipresencial,Matutina,Activo
6602,I00006603,Unidad Educativa Juan Rangel III,Ordinaria,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
6603,I00006604,Unidad Educativa Ernesto Rojas II,Popular Permanente,Fiscal,Urbano,Costa,Semipresencial,Vespertina,Activo
6604,I00006605,Unidad Educativa Octavio Valencia V,Artistica,Particular,Urbano,Costa,Semipresencial,Vespertina,Inactivo
6605,I00006606,Unidad Educativa Carlos Torres IV,Artistica,Particular,Urbano,Sierra,Virtual,Vespertina,Activo
6606,I00006607,Unidad Educativa Flor Perea VI,Artistica,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6607,I00006608,Unidad Educativa Claudia Álvarez VI,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
6608,I00006609,Unidad Educativa Susana Vargas I,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6609,I00006610,Unidad Educativa Mauricio López VI,Popular Permanente,Fiscal,Rural,Costa,Presencial,Matutina,Activo
6610,I00006611,Unidad Educativa Ramiro Serna IV,Artistica,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
6611,I00006612,Unidad Educativa Santiago Muñoz VI,Especial,Fiscal,Rural,Sierra,Virtual,Vespertina,Inactivo
6612,I00006613,Unidad Educativa Wendy Sánchez V,Artistica,Particular,Rural,Costa,Presencial,Vespertina,Inactivo
6613,I00006614,Unidad Educativa Miguel Arteaga VI,Popular Permanente,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Activo
6614,I00006615,Unidad Educativa Marina Méndez III,Popular Permanente,Municipal,Urbano,Costa,Semipresencial,Vespertina,Activo
6615,I00006616,Unidad Educativa Mario González VI,Ordinaria,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
6616,I00006617,Unidad Educativa Melissa Torres III,Especial,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6617,I00006618,Unidad Educativa Iván Arévalo,Ordinaria,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6618,I00006619,Unidad Educativa Alicia Peña II,Artistica,Municipal,Rural,Costa,Presencial,Matutina,Inactivo
6619,I00006620,Unidad Educativa Paola Ruiz,Popular Permanente,Municipal,Rural,Costa,Virtual,Matutina,Activo
6620,I00006621,Unidad Educativa Rosa Torres V,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6621,I00006622,Unidad Educativa Fernando Obando I,Artistica,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
6622,I00006623,Unidad Educativa José Palacios V,Ordinaria,Fiscal,Rural,Sierra,Semipresencial,Vespertina,Activo
6623,I00006624,Unidad Educativa Paola Bolívar I,Popular Permanente,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6624,I00006625,Unidad Educativa Martha Gutiérrez I,Ordinaria,Fiscal,Rural,Costa,Semipresencial,Vespertina,Inactivo
6625,I00006626,Unidad Educativa José Zapata VI,Popular Permanente,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6626,I00006627,Unidad Educativa León Martínez V,Popular Permanente,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6627,I00006628,Unidad Educativa Felipe Garzón,Ordinaria,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6628,I00006629,Unidad Educativa Julia López I,Ordinaria,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
6629,I00006630,Unidad Educativa María Paz VI,Artistica,Fiscal,Rural,Costa,Virtual,Vespertina,Inactivo
6630,I00006631,Unidad Educativa Ángela Bedoya VI,Popular Permanente,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
6631,I00006632,Unidad Educativa Constanza Fuentes,Popular Permanente,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
6632,I00006633,Unidad Educativa Tatiana Romero VI,Ordinaria,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
6633,I00006634,Unidad Educativa Rodrigo Ocampo,Ordinaria,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6634,I00006635,Unidad Educativa María Díaz IV,Artistica,Fiscal,Urbano,Costa,Virtual,Vespertina,Inactivo
6635,I00006636,Unidad Educativa Ruth Gómez V,Especial,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6636,I00006637,Unidad Educativa Victoria Escobar,Ordinaria,Particular,Rural,Costa,Virtual,Vespertina,Activo
6637,I00006638,Unidad Educativa Miller Uribe I,Artistica,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
6638,I00006639,Unidad Educativa Dora Perea II,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
6639,I00006640,Unidad Educativa Duván Duarte III,Popular Permanente,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
6640,I00006641,Unidad Educativa Juan Pabón III,Ordinaria,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
6641,I00006642,Unidad Educativa Alexandra León I,Ordinaria,Particular,Rural,Costa,Semipresencial,Matutina,Activo
6642,I00006643,Unidad Educativa Cecilia Suárez I,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Activo
6643,I00006644,Unidad Educativa Inés Álvarez,Artistica,Particular,Urbano,Costa,Semipresencial,Vespertina,Inactivo
6644,I00006645,Unidad Educativa Laura Martínez IV,Ordinaria,Particular,Urbano,Costa,Virtual,Matutina,Activo
6645,I00006646,Unidad Educativa Andrés Bustamante VI,Popular Permanente,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
6646,I00006647,Unidad Educativa Teresa Ríos VI,Especial,Particular,Rural,Sierra,Virtual,Matutina,Activo
6647,I00006648,Unidad Educativa Miguel Soto IV,Especial,Municipal,Rural,Sierra,Virtual,Matutina,Activo
6648,I00006649,Unidad Educativa Diana Gaitán,Artistica,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
6649,I00006650,Unidad Educativa Fernando Jiménez IV,Popular Permanente,Municipal,Rural,Costa,Semipresencial,Vespertina,Inactivo
6650,I00006651,Unidad Educativa Smith Muñoz III,Popular Permanente,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
6651,I00006652,Unidad Educativa Mario Cardona VI,Especial,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
6652,I00006653,Unidad Educativa Ever Torres III,Popular Permanente,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
6653,I00006654,Unidad Educativa Andrés Fernández IV,Popular Permanente,Particular,Rural,Sierra,Presencial,Matutina,Activo
6654,I00006655,Unidad Educativa Danilo Muñoz IV,Ordinaria,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6655,I00006656,Unidad Educativa Jesús Serna I,Artistica,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6656,I00006657,Unidad Educativa Diana Rodríguez IV,Especial,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
6657,I00006658,Unidad Educativa Omaira Blanco V,Especial,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
6658,I00006659,Unidad Educativa Dolores Jaramillo III,Artistica,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
6659,I00006660,Unidad Educativa Johana Rodríguez III,Especial,Fiscal,Rural,Costa,Virtual,Matutina,Inactivo
6660,I00006661,Unidad Educativa David Bernal IV,Ordinaria,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6661,I00006662,Unidad Educativa Jorge Jaimes,Ordinaria,Fiscal,Urbano,Costa,Virtual,Vespertina,Activo
6662,I00006663,Unidad Educativa Miguel Fonseca,Popular Permanente,Fiscal,Rural,Costa,Presencial,Matutina,Inactivo
6663,I00006664,Unidad Educativa Viviana Salazar II,Ordinaria,Particular,Urbano,Sierra,Virtual,Vespertina,Inactivo
6664,I00006665,Unidad Educativa Alberto Montenegro,Artistica,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
6665,I00006666,Unidad Educativa Maritza Castrillón II,Popular Permanente,Particular,Urbano,Costa,Semipresencial,Matutina,Inactivo
6666,I00006667,Unidad Educativa Miguel Gómez II,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6667,I00006668,Unidad Educativa Katherine Hernández VI,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
6668,I00006669,Unidad Educativa Dora Ayala III,Especial,Municipal,Urbano,Sierra,Virtual,Matutina,Inactivo
6669,I00006670,Unidad Educativa Antonio Duarte V,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
6670,I00006671,Unidad Educativa Alberto Becerra III,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
6671,I00006672,Unidad Educativa Hilda Guerrero,Especial,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
6672,I00006673,Unidad Educativa Elkin Soto IV,Especial,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6673,I00006674,Unidad Educativa María Herrera,Ordinaria,Fiscomisional,Rural,Sierra,Semipresencial,Vespertina,Activo
6674,I00006675,Unidad Educativa Alejandro Solano IV,Ordinaria,Fiscomisional,Rural,Sierra,Virtual,Vespertina,Inactivo
6675,I00006676,Unidad Educativa Edinson Figueroa I,Artistica,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
6676,I00006677,Unidad Educativa Daniel Ortiz III,Especial,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
6677,I00006678,Unidad Educativa Julián Mosquera,Especial,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
6678,I00006679,Unidad Educativa Diego Pulido IV,Artistica,Particular,Urbano,Sierra,Presencial,Matutina,Activo
6679,I00006680,Unidad Educativa Andrés Zapata V,Popular Permanente,Municipal,Urbano,Sierra,Presencial,Matutina,Inactivo
6680,I00006681,Unidad Educativa Ana Medina I,Ordinaria,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Inactivo
6681,I00006682,Unidad Educativa Edith Rodríguez IV,Ordinaria,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6682,I00006683,Unidad Educativa Luz Ayala III,Artistica,Fiscomisional,Rural,Costa,Presencial,Matutina,Activo
6683,I00006684,Unidad Educativa Lucy Rubio VI,Popular Permanente,Municipal,Rural,Sierra,Virtual,Vespertina,Activo
6684,I00006685,Unidad Educativa Fabiola Rodríguez,Popular Permanente,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
6685,I00006686,Unidad Educativa María Ramírez III,Ordinaria,Municipal,Rural,Costa,Semipresencial,Matutina,Activo
6686,I00006687,Unidad Educativa Nicolás Parra VI,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
6687,I00006688,Unidad Educativa María Benítez,Ordinaria,Fiscomisional,Rural,Sierra,Presencial,Matutina,Activo
6688,I00006689,Unidad Educativa José Rentería I,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
6689,I00006690,Unidad Educativa Carlos Ramos IV,Ordinaria,Particular,Urbano,Sierra,Semipresencial,Matutina,Inactivo
6690,I00006691,Unidad Educativa Nora Castro I,Especial,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
